trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
180,False,"{'a': 0.43000000000000005, 'e': 0.5827482523739896}",20,10,-23.24612156857512,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
181,False,"{'a': 0.4295, 'e': 0.5810026273636019}",25,0,-81.49711399394367,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
182,False,"{'a': 0.42900000000000005, 'e': 0.579262231380782}",25,0,-82.23510324414987,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",1
183,False,"{'a': 0.4285, 'e': 0.5775270487619547}",30,11,-109.61989952570455,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 2}",1
184,False,"{'a': 0.42800000000000005, 'e': 0.5757970638904645}",20,0,-76.11676898070593,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
185,False,"{'a': 0.4275, 'e': 0.574072261196436}",30,0,11.3365466981423,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
186,False,"{'a': 0.42700000000000005, 'e': 0.5723526251566332}",20,0,-5.859709723622986,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
187,False,"{'a': 0.4265, 'e': 0.5706381402943203}",20,8,17.216783987187192,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.42600000000000005, 'e': 0.5689287911791218}",20,10,7.151471007499563,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.4255, 'e': 0.5672245624268841}",30,6,-33.04246500572398,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 1}",1
190,False,"{'a': 0.42500000000000004, 'e': 0.5655254386995371}",25,1,-95.670895333727,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 1}",1
191,False,"{'a': 0.4245, 'e': 0.5638314047049556}",20,5,10.732685937069185,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.42400000000000004, 'e': 0.5621424451968224}",20,5,-65.08916760587017,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
193,False,"{'a': 0.4235, 'e': 0.5604585449744904}",20,0,-98.09058211273528,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
194,False,"{'a': 0.42300000000000004, 'e': 0.5587796888828463}",25,0,-54.60536117680542,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
195,False,"{'a': 0.4225, 'e': 0.5571058618121739}",20,0,-106.91403220007184,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
196,False,"{'a': 0.42200000000000004, 'e': 0.5554370486980182}",25,0,-44.54587712954165,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
197,False,"{'a': 0.4215, 'e': 0.5537732345210501}",20,0,-77.75006952039125,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
198,False,"{'a': 0.42100000000000004, 'e': 0.5521144043069306}",25,0,-76.24092029128376,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
199,False,"{'a': 0.4205, 'e': 0.5504605431261766}",25,0,-60.4941923065364,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
200,False,"{'a': 0.42000000000000004, 'e': 0.5488116360940265}",20,0,-43.32382304866684,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
201,False,"{'a': 0.4195, 'e': 0.5471676683703055}",30,7,-23.879181651391264,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
202,False,"{'a': 0.41900000000000004, 'e': 0.5455286251592933}",25,0,-0.5553535290609479,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
203,False,"{'a': 0.4185, 'e': 0.5438944917095899}",25,14,-9.763274711566673,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
204,False,"{'a': 0.41800000000000004, 'e': 0.5422652533139832}",20,15,-1.8444196883235628,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.4175, 'e': 0.5406408953093166}",30,0,-91.51738642663815,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
206,False,"{'a': 0.41700000000000004, 'e': 0.539021403076357}",20,0,-61.11790045126832,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
207,False,"{'a': 0.4165, 'e': 0.5374067620396636}",30,0,-107.07762759418324,"{0: 22, 1: 1, 2: 3, 3: 3, 4: 1}",0
208,False,"{'a': 0.41600000000000004, 'e': 0.535796957667456}",20,14,8.507699021002733,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.41550000000000004, 'e': 0.5341919754714841}",20,0,-32.411729953047065,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
210,False,"{'a': 0.41500000000000004, 'e': 0.5325918010068972}",25,6,-29.90096401783162,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 0}",1
211,False,"{'a': 0.41450000000000004, 'e': 0.5309964198721143}",30,0,0.4209466192524207,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
212,False,"{'a': 0.41400000000000003, 'e': 0.5294058177086945}",25,15,17.203071394642958,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.41350000000000003, 'e': 0.5278199802012077}",20,0,27.44707070977314,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
214,False,"{'a': 0.41300000000000003, 'e': 0.5262388930771054}",30,7,0.9545599893382981,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
215,False,"{'a': 0.41250000000000003, 'e': 0.5246625421065929}",30,14,-28.1303044700622,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 0}",1
216,False,"{'a': 0.41200000000000003, 'e': 0.5230909131025008}",30,0,-31.02491300787964,"{0: 23, 1: 1, 2: 6, 3: 0, 4: 0}",0
217,False,"{'a': 0.41150000000000003, 'e': 0.5215239919201575}",25,9,-61.134359854897895,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 1}",1
218,False,"{'a': 0.41100000000000003, 'e': 0.5199617644572618}",30,0,-121.9885231047665,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
219,False,"{'a': 0.41050000000000003, 'e': 0.5184042166537559}",30,0,-24.535908608267814,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",1
220,False,"{'a': 0.41000000000000003, 'e': 0.5168513344916992}",25,0,-20.00181628522666,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
221,False,"{'a': 0.40950000000000003, 'e': 0.5153031039951417}",30,0,-48.8851309132926,"{0: 25, 1: 2, 2: 1, 3: 1, 4: 1}",0
222,False,"{'a': 0.40900000000000003, 'e': 0.5137595112299983}",25,10,-6.500030508062805,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
223,False,"{'a': 0.40850000000000003, 'e': 0.512220542303924}",25,0,-26.56549374269103,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
224,False,"{'a': 0.40800000000000003, 'e': 0.5106861833661879}",25,0,-65.10159168884064,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
225,False,"{'a': 0.40750000000000003, 'e': 0.5091564206075492}",25,13,-16.004148124405692,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
226,False,"{'a': 0.40700000000000003, 'e': 0.5076312402601327}",30,6,-67.89760729976257,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 1}",1
227,False,"{'a': 0.40650000000000003, 'e': 0.5061106285973052}",20,8,-4.203763321742015,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
228,False,"{'a': 0.406, 'e': 0.5045945719335512}",20,11,11.147676128653284,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.4055, 'e': 0.5030830566243506}",25,0,-112.87257952467364,"{0: 18, 1: 4, 2: 0, 3: 0, 4: 3}",0
230,False,"{'a': 0.405, 'e': 0.5015760690660555}",20,0,2.176467773897677,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
231,False,"{'a': 0.4045, 'e': 0.5000735956957676}",20,0,-3.0444922001457795,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
232,False,"{'a': 0.404, 'e': 0.4985756229912165}",30,7,-71.15549325307875,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 2}",1
233,False,"{'a': 0.4035, 'e': 0.4970821374706377}",20,7,-29.931608691145808,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
234,False,"{'a': 0.403, 'e': 0.4955931256926514}",20,0,-18.319420551414655,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
235,False,"{'a': 0.4025, 'e': 0.4941085742561417}",25,11,-9.834182625906056,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.402, 'e': 0.49262846980013547}",20,0,-33.39505002897475,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
237,False,"{'a': 0.4015, 'e': 0.4911527990036827}",30,16,-5.555555974188749,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.401, 'e': 0.4896815485857362}",20,0,-29.254968711534165,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
239,False,"{'a': 0.4005, 'e': 0.4882147053050323}",20,3,-40.94043659038578,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 0}",1
240,False,"{'a': 0.4, 'e': 0.4867522559599717}",25,0,6.806461003237742,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
241,False,"{'a': 0.3995, 'e': 0.4852941873885002}",20,13,13.641172576257341,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.399, 'e': 0.483840486467991}",25,11,-14.086935642817432,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.3985, 'e': 0.4823911401151259}",25,0,-140.49246285113992,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 3}",0
244,False,"{'a': 0.398, 'e': 0.480946135285778}",30,14,-48.14794503080168,"{0: 12, 1: 0, 2: 1, 3: 3, 4: 0}",1
245,False,"{'a': 0.3975, 'e': 0.4795054589748941}",20,0,-52.22525121893634,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
246,False,"{'a': 0.397, 'e': 0.4780690982163776}",20,11,9.480585613065,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.3965, 'e': 0.47663704008297203}",30,15,-50.06649541501252,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 1}",1
248,False,"{'a': 0.396, 'e': 0.47520927168614446}",30,2,7.688684997996717,"{0: 26, 1: 1, 2: 0, 3: 1, 4: 0}",1
249,False,"{'a': 0.3955, 'e': 0.4737857801759698}",20,1,-53.311977744577575,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
250,False,"{'a': 0.395, 'e': 0.4723665527410147}",25,13,-19.00610565654603,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
251,False,"{'a': 0.3945, 'e': 0.4709515766082228}",20,0,-66.57606587359832,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
252,False,"{'a': 0.394, 'e': 0.46954083904279925}",20,8,10.296269961202215,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.3935, 'e': 0.4681343273480965}",20,0,-1.5839637765600219,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
254,False,"{'a': 0.393, 'e': 0.46673202886549986}",20,0,-120.72816798164028,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
255,False,"{'a': 0.3925, 'e': 0.4653339309743134}",20,11,-27.78926848529239,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
256,False,"{'a': 0.392, 'e': 0.4639400210916467}",20,3,28.15943712544215,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.3915, 'e': 0.4625502866723014}",20,0,-15.395742888451345,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
258,False,"{'a': 0.391, 'e': 0.4611647152086584}",25,0,-75.2150873459305,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
259,False,"{'a': 0.3905, 'e': 0.4597832942305652}",25,7,-68.06955187143265,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 1}",1
260,False,"{'a': 0.39, 'e': 0.4584060113052235}",20,1,-52.98717867375733,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
261,False,"{'a': 0.3895, 'e': 0.4570328540370779}",20,0,-73.86673461177956,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
262,False,"{'a': 0.389, 'e': 0.4556638100677035}",30,22,3.4344682990975754,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.3885, 'e': 0.4542988670756955}",25,4,1.567277617600715,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
264,False,"{'a': 0.388, 'e': 0.4529380127765577}",20,2,0.38093259797947154,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.3875, 'e': 0.4515812349225922}",30,12,-25.635092832153635,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
266,False,"{'a': 0.387, 'e': 0.45022852130278923}",25,15,-30.269250431767677,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
267,False,"{'a': 0.3865, 'e': 0.448879859742717}",25,0,-64.31114852943868,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
268,False,"{'a': 0.386, 'e': 0.44753523810441237}",25,11,-29.84044730260083,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
269,False,"{'a': 0.3855, 'e': 0.44619464428627154}",25,11,-45.8238200656987,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
270,False,"{'a': 0.385, 'e': 0.4448580662229411}",30,12,-12.73097010480459,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 0}",1
271,False,"{'a': 0.3845, 'e': 0.4435254918852095}",25,15,15.048109271078626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.384, 'e': 0.44219690927989863}",25,14,1.3898717828163054,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.3835, 'e': 0.4408723064497561}",20,10,8.32227148927584,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.383, 'e': 0.43955167147334756}",25,0,-5.416967912947776,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
275,False,"{'a': 0.3825, 'e': 0.4382349924649492}",20,3,18.70602427796916,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.382, 'e': 0.43692225757444114}",30,4,-161.30168617556828,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 4}",1
277,False,"{'a': 0.3815, 'e': 0.43561345498720044}",25,10,-16.533853037102716,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 0}",1
278,False,"{'a': 0.381, 'e': 0.4343085729239951}",30,18,16.23418670408387,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.3805, 'e': 0.43300759964087765}",25,3,-32.707683013687536,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 0}",1
280,False,"{'a': 0.38, 'e': 0.43171052342907973}",20,0,-57.79021411675462,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
281,False,"{'a': 0.3795, 'e': 0.43041733261490667}",30,16,12.2126049547969,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.379, 'e': 0.42912801555963254}",30,13,-26.353451575859786,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
283,False,"{'a': 0.3785, 'e': 0.427842560659395}",25,8,-57.42765848480756,"{0: 12, 1: 0, 2: 2, 3: 3, 4: 0}",1
284,False,"{'a': 0.378, 'e': 0.4265609563450914}",25,0,29.151180264021963,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
285,False,"{'a': 0.3775, 'e': 0.42528319108227414}",20,12,-24.796216792427852,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
286,False,"{'a': 0.377, 'e': 0.4240092533710473}",25,0,-51.71735489267437,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",1
287,False,"{'a': 0.3765, 'e': 0.42273913174596284}",25,15,17.962902345295948,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.376, 'e': 0.42147281477591764}",20,6,-31.875418530023264,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
289,False,"{'a': 0.37550000000000006, 'e': 0.4202102910640503}",20,7,-0.38431641584314136,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.375, 'e': 0.418951549247639}",25,15,-10.126993885669645,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
291,False,"{'a': 0.37450000000000006, 'e': 0.4176965779979988}",20,0,-143.97293318030665,"{0: 11, 1: 0, 2: 4, 3: 4, 4: 1}",0
292,False,"{'a': 0.374, 'e': 0.41644536602038007}",20,8,-31.916056711925535,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
293,False,"{'a': 0.37350000000000005, 'e': 0.4151979020538666}",20,10,9.322476069129348,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.373, 'e': 0.4139541748712741}",20,5,-80.04089870021801,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 2}",1
295,False,"{'a': 0.37250000000000005, 'e': 0.4127141732790497}",20,11,1.961445569239025,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.372, 'e': 0.41147788611717057}",20,8,-19.11449532902632,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
297,False,"{'a': 0.37150000000000005, 'e': 0.410245302259044}",30,10,-96.1331530846098,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",1
298,False,"{'a': 0.371, 'e': 0.4090164106114069}",20,13,0.9440069967067435,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.37050000000000005, 'e': 0.4077912001142262}",25,7,13.955158341811849,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,False,"{'a': 0.37, 'e': 0.4065696597405991}",30,19,11.31915079938883,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.36950000000000005, 'e': 0.405351778496654}",25,10,-16.758445976607288,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
302,False,"{'a': 0.369, 'e': 0.4041375454214515}",20,0,-24.87714930325965,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
303,False,"{'a': 0.36850000000000005, 'e': 0.40292694958688574}",20,16,8.76227407928862,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.368, 'e': 0.401719980097586}",30,0,-151.16029215197403,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 4}",0
305,False,"{'a': 0.36750000000000005, 'e': 0.4005166260908188}",20,9,8.644883744999325,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.367, 'e': 0.3993168767363899}",30,0,-63.978729843847375,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
307,False,"{'a': 0.36650000000000005, 'e': 0.39812072123654696}",20,0,-14.981513828021212,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
308,False,"{'a': 0.366, 'e': 0.39692814882588245}",30,0,-70.34330048258062,"{0: 23, 1: 1, 2: 4, 3: 1, 4: 1}",0
309,False,"{'a': 0.36550000000000005, 'e': 0.3957391487712367}",25,11,-19.35197630862447,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
310,False,"{'a': 0.365, 'e': 0.3945537103716011}",20,11,13.668208505075722,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.36450000000000005, 'e': 0.3933718229580221}",30,7,-47.31928325776599,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
312,False,"{'a': 0.364, 'e': 0.39219347589350495}",30,3,-39.41713961653008,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 1}",1
313,False,"{'a': 0.36350000000000005, 'e': 0.3910186585729182}",20,14,-1.9390088747922043,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.363, 'e': 0.38984736042289797}",30,0,26.987318980236367,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",1
315,False,"{'a': 0.36250000000000004, 'e': 0.388679570901753}",30,18,-33.7732855588684,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
316,False,"{'a': 0.362, 'e': 0.3875152794993697}",20,0,-46.96805063332698,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",1
317,False,"{'a': 0.36150000000000004, 'e': 0.3863544757371177}",35,8,-12.54504811718253,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
318,False,"{'a': 0.361, 'e': 0.38519714916775516}",20,0,-5.070003300120279,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
319,False,"{'a': 0.36050000000000004, 'e': 0.3840432893753353}",35,21,21.7979102129405,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.36, 'e': 0.38289288597511206}",25,8,-18.9835654224521,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
321,False,"{'a': 0.35950000000000004, 'e': 0.3817459286134471}",30,0,-13.31196643095811,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
322,False,"{'a': 0.359, 'e': 0.38060240696771647}",25,9,5.954676214947886,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
323,False,"{'a': 0.35850000000000004, 'e': 0.37946231074621756}",20,11,20.559539738858653,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.358, 'e': 0.3783256296880768}",20,0,-39.482162115533725,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
325,False,"{'a': 0.35750000000000004, 'e': 0.37719235356315695}",20,10,15.918042261863619,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.357, 'e': 0.37606247217196515}",25,11,-39.54600064670749,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
327,False,"{'a': 0.35650000000000004, 'e': 0.37493597534556133}",30,0,-48.60068305308152,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",1
328,False,"{'a': 0.356, 'e': 0.3738128529454665}",20,1,18.556379165008913,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.35550000000000004, 'e': 0.3726930948635714}",20,4,-2.5837305034827867,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
330,False,"{'a': 0.355, 'e': 0.3715766910220457}",25,20,9.882924714126975,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.35450000000000004, 'e': 0.37046363137324734}",20,3,-29.38578361003139,"{0: 13, 1: 2, 2: 0, 3: 2, 4: 0}",1
332,False,"{'a': 0.354, 'e': 0.369353905899632}",20,11,-2.0031903030648364,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.35350000000000004, 'e': 0.3682475046136629}",20,8,-2.053080879555483,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
334,False,"{'a': 0.353, 'e': 0.36714441755772104}",25,13,15.708433208085944,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.35250000000000004, 'e': 0.36604463480401533}",20,0,-29.081826561131276,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
336,False,"{'a': 0.352, 'e': 0.36494814645449375}",30,15,-20.20386892728815,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
337,False,"{'a': 0.35150000000000003, 'e': 0.3638549426407535}",25,20,9.412758530496536,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.351, 'e': 0.36276501352395324}",35,19,-22.608948784250522,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
339,False,"{'a': 0.35050000000000003, 'e': 0.36167834929472326}",20,0,-54.64365966255962,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
340,False,"{'a': 0.35, 'e': 0.3605949401730783}",20,13,-0.5381137172811004,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.34950000000000003, 'e': 0.35951477640832885}",30,18,19.812885852532183,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.349, 'e': 0.3584378482789939}",25,5,-7.730483131210834,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
343,False,"{'a': 0.34850000000000003, 'e': 0.3573641460927129}",25,0,-35.75028915815986,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
344,False,"{'a': 0.348, 'e': 0.3562936601861588}",20,3,30.22823676697593,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.34750000000000003, 'e': 0.3552263809249515}",20,12,-4.913075032507541,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.347, 'e': 0.35416229870357024}",30,5,-62.626333045684234,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",1
347,False,"{'a': 0.34650000000000003, 'e': 0.353101403945268}",30,1,-23.627568932058566,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 1}",1
348,False,"{'a': 0.346, 'e': 0.3520436871019846}",20,11,4.771092319568924,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.34550000000000003, 'e': 0.35098913865426146}",20,0,-21.362101056096446,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
350,False,"{'a': 0.345, 'e': 0.3499377491111553}",30,17,-11.532599854413302,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
351,False,"{'a': 0.34450000000000003, 'e': 0.34888950901015336}",25,17,-30.842306869825364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
352,False,"{'a': 0.34400000000000003, 'e': 0.3478444089170874}",30,0,-11.139117633801607,"{0: 26, 1: 1, 2: 1, 3: 2, 4: 0}",1
353,False,"{'a': 0.3435, 'e': 0.34680243942604977}",25,5,27.12244899428739,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.343, 'e': 0.34576359115930777}",30,19,-1.9227959043498066,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.3425, 'e': 0.3447278547672202}",25,17,-1.02716005767259,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.342, 'e': 0.34369522092815236}",25,0,-26.057337296039773,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
357,False,"{'a': 0.3415, 'e': 0.3426656803483929}",30,16,24.161692822145728,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.341, 'e': 0.34163922376206945}",30,2,-25.154364209655107,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 1}",1
