trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
741,False,"{'a': 0.14950000000000002, 'e': 0.10828376975109819}",25,12,9.590663891425475,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
742,False,"{'a': 0.14900000000000002, 'e': 0.10795940523189702}",20,9,7.831549953849217,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
743,False,"{'a': 0.14850000000000002, 'e': 0.10763601234807169}",20,3,27.029243878335574,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.14800000000000002, 'e': 0.10731358818908403}",25,13,7.997225577413216,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
745,False,"{'a': 0.14750000000000002, 'e': 0.10699212985311449}",20,15,9.378209124320403,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.14700000000000002, 'e': 0.10667163444703576}",20,11,17.999275130115738,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.14650000000000002, 'e': 0.1063520990863871}",25,18,-0.6069305404449512,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
748,False,"{'a': 0.14600000000000002, 'e': 0.1060335208953481}",25,15,18.069491974081892,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.14550000000000002, 'e': 0.10571589700671291}",25,10,-15.133286888806651,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
750,False,"{'a': 0.14500000000000002, 'e': 0.10539922456186433}",20,1,27.329367664910873,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.14450000000000002, 'e': 0.10508350071074826}",30,19,19.555695078131624,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.14400000000000002, 'e': 0.10476872261184789}",20,9,18.21426406494464,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.14350000000000002, 'e': 0.10445488743215826}",20,8,19.58798783187331,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.14300000000000002, 'e': 0.10414199234716055}",20,0,-31.976173218019976,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
755,False,"{'a': 0.14250000000000002, 'e': 0.10383003454079692}",30,18,11.765931406544418,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
756,False,"{'a': 0.14200000000000002, 'e': 0.10351901120544502}",25,2,24.651211347624308,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
757,False,"{'a': 0.14150000000000001, 'e': 0.10320891954189276}",20,5,21.537945395768315,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.14100000000000001, 'e': 0.102899756759313}",25,19,-28.255053752107433,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
759,False,"{'a': 0.1405, 'e': 0.10259152007523863}",20,9,-24.38072449706326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
760,False,"{'a': 0.14, 'e': 0.10228420671553744}",35,23,23.62814604622131,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.1395, 'e': 0.10197781391438715}",25,18,12.506762698891567,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.139, 'e': 0.1016723389142504}",30,0,47.771059405646476,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
763,False,"{'a': 0.1385, 'e': 0.10136777896585017}",25,7,27.19986845532901,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.138, 'e': 0.10106413132814486}",20,0,22.376278297396034,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
765,False,"{'a': 0.1375, 'e': 0.10076139326830373}",20,7,20.018437840768115,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.137, 'e': 0.1004595620616821}",20,6,-14.772937672094118,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
767,False,"{'a': 0.1365, 'e': 0.10015863499179714}",20,0,19.942113707156114,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
768,False,"{'a': 0.136, 'e': 0.09985860935030318}",20,13,3.5588047548811144,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
769,False,"{'a': 0.1355, 'e': 0.09955948243696745}",20,13,14.480881267768005,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.135, 'e': 0.09926125155964566}",20,10,21.43131120411946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.1345, 'e': 0.0989639140342579}",25,8,6.313535138868404,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
772,False,"{'a': 0.134, 'e': 0.0986674671847645}",20,9,11.925397115336425,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.1335, 'e': 0.09837190834314173}",25,9,29.337873923047905,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.133, 'e': 0.09807723484935806}",20,5,26.974907323641542,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.1325, 'e': 0.09778344405135005}",30,21,14.502626705416944,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.132, 'e': 0.09749053330499859}",20,14,10.018461449552511,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.1315, 'e': 0.09719849997410487}",30,19,5.588148959672012,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
778,False,"{'a': 0.131, 'e': 0.09690734143036704}",25,13,11.188904371469487,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
779,False,"{'a': 0.1305, 'e': 0.09661705505335619}",20,11,8.770576659690757,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.13, 'e': 0.09632763823049303}",20,16,8.470760643791094,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.1295, 'e': 0.09603908835702411}",25,15,16.701147042496142,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.129, 'e': 0.09575140283599869}",20,16,7.826263930349652,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.1285, 'e': 0.0954645790782451}",20,16,9.237400802057717,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.128, 'e': 0.09517861450234763}",20,13,15.059422410832425,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.1275, 'e': 0.09489350653462311}",20,12,13.170639841160355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.127, 'e': 0.09460925260909793}",25,15,4.4798784078278295,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
787,False,"{'a': 0.1265, 'e': 0.09432585016748485}",20,13,12.586562036086626,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.126, 'e': 0.09404329665916}",20,16,6.891242645098322,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.1255, 'e': 0.09376158954113986}",20,8,18.723109105860498,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.125, 'e': 0.09348072627805847}",25,17,15.518046402001715,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.1245, 'e': 0.09320070434214457}",20,6,-38.29291285584858,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
792,False,"{'a': 0.124, 'e': 0.0929215212131989}",20,10,18.44528686139977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.1235, 'e': 0.09264317437857132}",25,13,25.47901380531193,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.123, 'e': 0.0923656613331385}",35,8,48.93869148377545,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.1225, 'e': 0.09208897957928115}",30,13,27.287375511210346,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.122, 'e': 0.09181312662686165}",20,9,-0.5643684197511702,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
797,False,"{'a': 0.1215, 'e': 0.09153809999320149}",25,17,15.207092457803823,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.121, 'e': 0.09126389720305915}",20,10,19.63632528422891,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.1205, 'e': 0.09099051578860767}",25,14,-8.531094467887966,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
800,False,"{'a': 0.12, 'e': 0.09071795328941251}",20,10,5.752185867622695,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
801,False,"{'a': 0.1195, 'e': 0.09044620725240926}",30,10,22.755893288544815,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
802,False,"{'a': 0.119, 'e': 0.0901752752318818}",20,6,13.019082341428602,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
803,False,"{'a': 0.1185, 'e': 0.08990515478944011}",30,13,15.887182565376529,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
804,False,"{'a': 0.118, 'e': 0.08963584349399842}",30,16,15.395117690623888,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
805,False,"{'a': 0.1175, 'e': 0.08936733892175319}",30,16,20.75725410604498,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,False,"{'a': 0.11699999999999999, 'e': 0.08909963865616147}",20,6,22.888167583945215,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.11649999999999999, 'e': 0.08883274028791908}",25,13,22.860000463574316,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,False,"{'a': 0.11599999999999999, 'e': 0.08856664141493896}",20,12,7.348155081435532,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.11549999999999999, 'e': 0.08830133964232935}",20,15,12.667354063228462,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,False,"{'a': 0.11499999999999999, 'e': 0.08803683258237255}",30,16,15.623371448150552,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
811,False,"{'a': 0.11449999999999999, 'e': 0.08777311785450327}",20,6,2.222014240245771,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
812,False,"{'a': 0.11399999999999999, 'e': 0.08751019308528712}",20,6,25.45115879943505,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,False,"{'a': 0.11349999999999999, 'e': 0.08724805590839944}",20,13,14.11477040649412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,False,"{'a': 0.11299999999999999, 'e': 0.08698670396460385}",25,8,30.07641589378694,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.11249999999999999, 'e': 0.08672613490173114}",20,4,13.11062578218828,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
816,False,"{'a': 0.11199999999999999, 'e': 0.08646634637465792}",20,7,10.482240976660766,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
817,False,"{'a': 0.11149999999999999, 'e': 0.08620733604528572}",20,7,12.669400706039761,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
818,False,"{'a': 0.11099999999999999, 'e': 0.08594910158251981}",30,6,28.724974604009294,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
819,False,"{'a': 0.11049999999999999, 'e': 0.08569164066224835}",30,13,-36.839472132008986,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
820,False,"{'a': 0.10999999999999999, 'e': 0.08543495096732123}",20,2,19.677525395069026,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
821,False,"{'a': 0.10949999999999999, 'e': 0.0851790301875295}",30,22,17.105482594934823,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.10899999999999999, 'e': 0.08492387601958441}",20,6,11.83904214978594,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
823,False,"{'a': 0.10849999999999999, 'e': 0.08466948616709678}",30,15,32.88732859241807,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,False,"{'a': 0.10799999999999998, 'e': 0.08441585834055614}",20,14,12.54021702069544,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.10749999999999998, 'e': 0.08416299025731036}",25,2,29.34815230305379,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
826,False,"{'a': 0.10699999999999998, 'e': 0.083910879641545}",30,17,0.9959100264366987,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
827,False,"{'a': 0.10649999999999998, 'e': 0.08365952422426286}",20,0,-12.069050805119032,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
828,False,"{'a': 0.10599999999999998, 'e': 0.08340892174326339}",25,16,8.719799623035676,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
829,False,"{'a': 0.10549999999999998, 'e': 0.08315906994312262}",30,13,31.44244048761601,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.10499999999999998, 'e': 0.08290996657517266}",25,20,9.035227978624807,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.10449999999999998, 'e': 0.08266160939748157}",20,13,15.760038922557886,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.10399999999999998, 'e': 0.08241399617483297}",20,16,6.771196195374909,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.10350000000000004, 'e': 0.08216712467870625}",35,25,17.500174205476426,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.10300000000000004, 'e': 0.08192099268725626}",35,22,22.680859181269007,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.10250000000000004, 'e': 0.08167559798529346}",20,12,15.319885438159643,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.10200000000000004, 'e': 0.08143093836426381}",20,6,14.531260949365551,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
837,False,"{'a': 0.10150000000000003, 'e': 0.08118701162222909}",25,16,18.457112470422494,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.10100000000000003, 'e': 0.08094381556384699}",30,10,-16.950815900634186,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
839,False,"{'a': 0.10050000000000003, 'e': 0.08070134800035135}",25,5,35.85755894101258,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,False,"{'a': 0.10000000000000003, 'e': 0.08045960674953244}",20,1,30.462695060535403,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,False,"{'a': 0.09950000000000003, 'e': 0.08021858963571736}",25,5,31.26851447742207,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,False,"{'a': 0.09900000000000003, 'e': 0.07997829448975048}",20,8,22.843428377899563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,False,"{'a': 0.09850000000000003, 'e': 0.0797387191489739}",25,19,12.183723739104096,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.09800000000000003, 'e': 0.07949986145720786}",20,0,27.526306691123683,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
845,False,"{'a': 0.09750000000000003, 'e': 0.07926171926473155}",25,15,17.95689129551296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.09700000000000003, 'e': 0.07902429042826366}",20,13,-7.5776287459798795,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
847,False,"{'a': 0.09650000000000003, 'e': 0.07878757281094306}",20,10,-23.707817319091607,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
848,False,"{'a': 0.09600000000000003, 'e': 0.07855156428230954}",30,21,21.34067392098719,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,False,"{'a': 0.09550000000000003, 'e': 0.07831626271828479}",20,3,23.389316075208026,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.09500000000000003, 'e': 0.07808166600115313}",20,3,25.520798745376126,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.09450000000000003, 'e': 0.07784777201954257}",20,8,23.81652847203707,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.09400000000000003, 'e': 0.07761457866840563}",30,15,19.449329677072935,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
853,False,"{'a': 0.09350000000000003, 'e': 0.0773820838490006}",30,19,11.354382214616296,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
854,False,"{'a': 0.09300000000000003, 'e': 0.07715028546887258}",25,19,11.329009329558351,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,False,"{'a': 0.09250000000000003, 'e': 0.0769191814418345}",30,21,18.17262905076513,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.09200000000000003, 'e': 0.0766887696879486}",35,25,6.791291214494862,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
857,False,"{'a': 0.09150000000000003, 'e': 0.07645904813350755}",25,19,11.968913167184583,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.09100000000000003, 'e': 0.07623001471101583}",25,15,17.700264421509477,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.09050000000000002, 'e': 0.07600166735917104}",20,0,34.025431301800566,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
860,False,"{'a': 0.09000000000000002, 'e': 0.07577400402284548}",30,16,27.23475478580032,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.08950000000000002, 'e': 0.0755470226530676}",20,9,-11.666119140225181,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
862,False,"{'a': 0.08900000000000002, 'e': 0.07532072120700357}",30,8,32.406848748851154,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.08850000000000002, 'e': 0.0750950976479388}",30,20,22.537565430895175,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.08800000000000002, 'e': 0.07487014994525974}",20,12,17.545364677463105,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.08750000000000002, 'e': 0.07464587607443557}",25,17,15.845487995061944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.08700000000000002, 'e': 0.07442227401699995}",25,13,-0.6899134253260417,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
867,False,"{'a': 0.08650000000000002, 'e': 0.07419934176053282}",20,5,26.46335146508057,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.08600000000000002, 'e': 0.07397707729864236}",25,8,5.731021059771686,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
869,False,"{'a': 0.08550000000000002, 'e': 0.07375547863094695}",20,5,24.34578011152306,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.08500000000000002, 'e': 0.0735345437630571}",25,13,25.65812886379748,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.08450000000000002, 'e': 0.07331427070655744}",20,10,-12.721545699065402,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
872,False,"{'a': 0.08400000000000002, 'e': 0.07309465747898901}",25,14,21.024595732615865,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,False,"{'a': 0.08350000000000002, 'e': 0.07287570210383128}",20,16,7.302440018313536,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.08300000000000002, 'e': 0.07265740261048442}",30,0,39.47379417911573,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
875,False,"{'a': 0.08250000000000002, 'e': 0.07243975703425146}",25,17,14.999203791619868,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,False,"{'a': 0.08200000000000002, 'e': 0.07222276341632078}",20,6,-4.407988793110397,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
877,False,"{'a': 0.08150000000000002, 'e': 0.07200641980374836}",20,10,18.813598214897738,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.08100000000000002, 'e': 0.07179072424944025}",35,15,14.77551816467444,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
879,False,"{'a': 0.08050000000000002, 'e': 0.07157567481213492}",25,15,8.07170231938702,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
880,False,"{'a': 0.08000000000000002, 'e': 0.07136126955638605}",30,16,26.58485521601608,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.07950000000000002, 'e': 0.07114750655254487}",20,8,9.345510417303476,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.07900000000000001, 'e': 0.07093438387674295}",25,19,9.63815599105868,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.07850000000000001, 'e': 0.07072189961087469}",20,8,20.29867112823436,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.07800000000000001, 'e': 0.0705100518425803}",30,19,23.114164679039053,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,False,"{'a': 0.07750000000000001, 'e': 0.07029883866522844}",25,13,19.383188796684863,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.07700000000000001, 'e': 0.07008825817789911}",25,20,9.898010106170677,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.07650000000000001, 'e': 0.06987830848536646}",30,16,27.072171279472606,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.07600000000000001, 'e': 0.06966898769808184}",25,12,-22.690151843982825,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
889,False,"{'a': 0.07550000000000001, 'e': 0.06946029393215677}",25,6,30.776809326334746,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.07500000000000001, 'e': 0.069252225309346}",30,22,17.551715879526114,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.07450000000000001, 'e': 0.06904477995703041}",25,0,38.267790288292986,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
892,False,"{'a': 0.07400000000000001, 'e': 0.06883795600820049}",25,11,3.9696842030614707,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
893,False,"{'a': 0.07350000000000001, 'e': 0.0686317516014393}",20,11,-25.688478717227476,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
894,False,"{'a': 0.07300000000000001, 'e': 0.06842616488090583}",25,11,13.568214823666782,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
895,False,"{'a': 0.07250000000000001, 'e': 0.06822119399631812}",30,10,35.61050063302274,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.07200000000000001, 'e': 0.06801683710293688}",25,15,17.61656470346728,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.07150000000000001, 'e': 0.06781309236154871}",20,9,20.263751427165285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.07100000000000001, 'e': 0.0676099579384495}",20,11,15.719555025661379,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.07050000000000001, 'e': 0.0674074320054281}",20,10,-19.71216861333562,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
900,False,"{'a': 0.07, 'e': 0.06720551273974976}",30,12,13.24675193421578,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
901,False,"{'a': 0.0695, 'e': 0.06700419832413973}",20,6,24.952391070204897,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.069, 'e': 0.06680348694676687}",20,14,11.640062077526437,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.0685, 'e': 0.06660337680122747}",25,11,23.32272999650927,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.068, 'e': 0.06640386608652883}",35,13,31.410946504127942,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
905,False,"{'a': 0.0675, 'e': 0.06620495300707324}",25,13,20.25698274231185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.067, 'e': 0.06600663577264156}",25,7,20.3941611956964,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
907,False,"{'a': 0.0665, 'e': 0.06580891259837739}",25,12,26.38331180241401,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.066, 'e': 0.0656117817047708}",20,2,-16.645273051418247,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
909,False,"{'a': 0.0655, 'e': 0.06541524131764247}",20,10,18.430226009732188,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.065, 'e': 0.06521928966812753}",20,8,21.086286166764552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.0645, 'e': 0.06502392499265983}",20,15,12.382495014843181,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.064, 'e': 0.06482914553295596}",30,5,41.60436074344326,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.0635, 'e': 0.06463494953599953}",25,15,0.867096111889889,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
914,False,"{'a': 0.063, 'e': 0.06444133525402518}",30,15,14.37129718742954,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
915,False,"{'a': 0.0625, 'e': 0.06424830094450308}",25,13,19.715414813262488,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.062, 'e': 0.06405584487012317}",25,5,36.00560983317782,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.0615, 'e': 0.0638639652987795}",25,13,13.997981785233263,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
